timestamp,mac,ssid,rssi
2026-02-23 23:09:26.855414,d2:73:e0:d8:2a:b2,<Broadcast>,-60
2026-02-23 23:09:27.220494,32:7b:a2:0e:94:94,<Broadcast>,-86
2026-02-23 23:09:27.697317,02:e6:d4:0f:2c:80,<Broadcast>,-75
2026-02-23 23:09:30.682419,2a:10:a5:cf:2b:d1,<Broadcast>,-84
2026-02-23 23:09:30.688760,2a:10:a5:cf:2b:d1,<Broadcast>,-82
2026-02-23 23:09:33.138163,6a:8f:44:80:2b:cd,UCR-SECURE,-79
2026-02-23 23:09:33.333203,6a:8f:44:80:2b:cd,UCR-SECURE,-77
2026-02-23 23:09:33.696616,b6:ab:d0:1a:e7:c6,<Broadcast>,-60
2026-02-23 23:09:33.715640,b6:ab:d0:1a:e7:c6,<Broadcast>,-59
2026-02-23 23:09:33.988201,62:c4:96:bb:50:9e,<Broadcast>,-75
2026-02-23 23:09:34.857088,b2:1a:b3:e0:ee:41,<Broadcast>,-79
2026-02-23 23:09:37.704546,66:65:b0:d8:2b:6b,UCR-SECURE,-83
2026-02-23 23:09:39.147603,ba:86:ba:f8:63:cd,<Broadcast>,-60
2026-02-23 23:09:39.231160,e2:1f:69:29:c3:80,<Broadcast>,-66
2026-02-23 23:09:39.413148,3a:af:2a:3a:d6:d3,<Broadcast>,-58
2026-02-23 23:09:39.432647,3a:af:2a:3a:d6:d3,<Broadcast>,-61
2026-02-23 23:09:39.480783,56:48:bc:9f:89:83,<Broadcast>,-76
2026-02-23 23:09:39.506579,82:5a:96:4f:96:48,<Broadcast>,-62
2026-02-23 23:09:39.525877,82:5a:96:4f:96:48,<Broadcast>,-60
2026-02-23 23:09:39.530625,66:d1:96:83:83:13,<Broadcast>,-80
2026-02-23 23:09:39.551629,66:d1:96:83:83:13,<Broadcast>,-77
2026-02-23 23:09:43.196147,1a:16:9f:75:ad:9a,<Broadcast>,-62
2026-02-23 23:09:43.214647,1a:16:9f:75:ad:9a,<Broadcast>,-62
2026-02-23 23:09:43.440851,86:67:dd:b6:63:e6,<Broadcast>,-57
2026-02-23 23:09:43.448666,86:67:dd:b6:63:e6,<Broadcast>,-57
2026-02-23 23:09:45.926169,f6:be:ab:ac:f4:5e,<Broadcast>,-57
2026-02-23 23:09:46.194782,ce:d9:8c:1d:ec:c1,<Broadcast>,-54
2026-02-23 23:09:46.213395,ce:d9:8c:1d:ec:c1,<Broadcast>,-55
2026-02-23 23:09:46.465318,c6:08:fa:22:b4:60,<Broadcast>,-58
2026-02-23 23:09:46.479258,c6:08:fa:22:b4:60,<Broadcast>,-57
2026-02-23 23:09:47.250482,3e:ef:02:52:7c:72,<Broadcast>,-83
2026-02-23 23:09:47.520541,12:71:57:8f:7c:76,<Broadcast>,-54
2026-02-23 23:09:47.699982,de:c1:c1:51:40:c3,SpectrumSetup-3D,-39
2026-02-23 23:09:47.708237,9a:0a:6a:44:98:bb,UCR-SECURE,-37
2026-02-23 23:09:47.711447,d6:16:96:aa:b7:ac,linksysbuch,-38
2026-02-23 23:09:47.713384,02:cc:e9:60:38:d3,La La Land,-38
2026-02-23 23:09:47.715095,b6:ef:fe:6e:dc:a4,<Broadcast>,-38
2026-02-23 23:09:47.926294,82:0c:6c:ac:91:25,<Broadcast>,-60
2026-02-23 23:09:47.964757,f2:b5:6d:a0:31:aa,SpectrumSetup-3D,-43
2026-02-23 23:09:47.980650,42:19:1e:0b:79:4d,UCR-SECURE,-43
2026-02-23 23:09:48.004249,12:f8:97:b2:d5:84,<Broadcast>,-63
2026-02-23 23:09:48.024596,12:f8:97:b2:d5:84,<Broadcast>,-64
2026-02-23 23:09:48.026372,ae:05:39:75:82:21,<Broadcast>,-35
2026-02-23 23:09:48.046157,5a:d0:f2:cf:41:22,SpectrumSetup-3D,-35
2026-02-23 23:09:48.054131,96:00:76:2e:5c:5d,UCR-SECURE,-34
2026-02-23 23:09:48.056319,2e:f8:b5:2f:ae:3d,La La Land,-34
2026-02-23 23:09:48.057829,5e:69:4d:6f:93:3a,SpectrumSetup-3D,-34
2026-02-23 23:09:48.059274,e2:55:49:58:3e:e8,linksysbuch,-36
2026-02-23 23:09:48.160432,8e:98:00:e7:c2:65,<Broadcast>,-60
2026-02-23 23:09:48.162869,9a:21:01:57:d4:c8,<Broadcast>,-52
2026-02-23 23:09:48.178581,8e:98:00:e7:c2:65,<Broadcast>,-58
2026-02-23 23:09:48.239083,9a:21:01:57:d4:c8,<Broadcast>,-52
2026-02-23 23:09:48.469489,26:20:66:db:9d:8b,<Broadcast>,-60
2026-02-23 23:09:48.521653,96:86:c4:ed:db:69,<Broadcast>,-53
2026-02-23 23:09:48.601478,96:86:c4:ed:db:69,<Broadcast>,-53
2026-02-23 23:09:48.622331,36:5c:ef:75:61:bf,<Broadcast>,-60
2026-02-23 23:09:48.660903,36:5c:ef:75:61:bf,<Broadcast>,-59
2026-02-23 23:09:48.956014,b2:1d:3e:9c:4a:09,<Broadcast>,-58
2026-02-23 23:09:49.011012,b2:1d:3e:9c:4a:09,<Broadcast>,-58
2026-02-23 23:09:49.812139,0e:59:cf:5d:79:a1,<Broadcast>,-66
2026-02-23 23:09:49.830850,0e:59:cf:5d:79:a1,<Broadcast>,-66
2026-02-23 23:09:49.845200,5e:79:72:de:e4:2b,<Broadcast>,-55
2026-02-23 23:09:49.901157,5e:79:72:de:e4:2b,<Broadcast>,-55
2026-02-23 23:09:50.194899,9a:22:49:69:b6:76,<Broadcast>,-58
2026-02-23 23:09:50.870791,06:4c:3d:d4:3c:44,UCR-SECURE,-36
2026-02-23 23:09:51.056834,06:4c:3d:d4:3c:44,UCR-SECURE,-35
2026-02-23 23:09:51.145669,06:4c:3d:d4:3c:44,UCR-SECURE,-44
2026-02-23 23:09:51.191719,06:4c:3d:d4:3c:44,UCR-SECURE,-33
2026-02-23 23:09:55.424030,6e:c6:37:28:c8:56,<Broadcast>,-55
2026-02-23 23:09:55.478196,6e:c6:37:28:c8:56,<Broadcast>,-56
2026-02-23 23:09:55.540184,5e:51:1b:7a:0e:13,<Broadcast>,-57
2026-02-23 23:09:55.601244,5e:51:1b:7a:0e:13,<Broadcast>,-58
2026-02-23 23:09:56.476352,3e:ef:02:52:7c:72,<Broadcast>,-84
2026-02-23 23:09:56.541209,fe:83:45:b4:58:32,<Broadcast>,-58
2026-02-23 23:09:56.596479,fe:83:45:b4:58:32,<Broadcast>,-59
2026-02-23 23:09:57.237979,e6:87:01:12:b6:2f,<Broadcast>,-51
2026-02-23 23:09:57.313495,e6:87:01:12:b6:2f,<Broadcast>,-51
2026-02-23 23:09:59.166665,50:5a:65:7e:e4:91,UCR-SECURE,-51
2026-02-23 23:09:59.169156,50:5a:65:7e:e4:91,UCR-SECURE,-50
2026-02-23 23:09:59.171166,50:5a:65:7e:e4:91,UCR-SECURE,-50
2026-02-23 23:09:59.175444,50:5a:65:7e:e4:91,UCR-SECURE,-49
2026-02-23 23:09:59.177489,50:5a:65:7e:e4:91,<Broadcast>,-52
2026-02-23 23:09:59.249470,50:5a:65:7e:e4:91,UCR-SECURE,-45
